date,year,region,measures,unit,index_value,percentage
1984-11,1984,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",94.8,5.20%
1984-11,1984,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",94,6.00%
1984-11,1984,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",94.7,5.30%
1984-11,1984,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",93.7,6.30%
1984-11,1984,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1984-11,1984,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1984-12,1984,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",64,36.00%
1984-12,1984,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.7,3.70%
1984-12,1984,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",65,35.00%
1984-12,1984,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",77.6,22.40%
1984-12,1984,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",75.6,24.40%
1984-12,1984,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",77.9,22.10%
1984-12,1984,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",75.5,24.50%
1984-12,1984,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",93.9,6.10%
1984-12,1984,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",94.8,5.20%
1984-12,1984,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",94,6.00%
1984-12,1984,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",95,5.00%
1984-12,1984,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",93.9,6.10%
1984-12,1984,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1984-12,1984,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1985-01,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",64,36.00%
1985-01,1985,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.9,3.90%
1985-01,1985,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",65.4,34.60%
1985-01,1985,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",78.1,21.90%
1985-01,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",75.6,24.40%
1985-01,1985,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",78.3,21.70%
1985-01,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",75.8,24.20%
1985-01,1985,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",94.1,5.90%
1985-01,1985,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",95.2,4.80%
1985-01,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",94,6.00%
1985-01,1985,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",95.5,4.50%
1985-01,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",94.3,5.70%
1985-01,1985,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.2,0.20%
1985-01,1985,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.3,0.30%
1985-01,1985,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1985-01,1985,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1985-02,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",64.4,35.60%
1985-02,1985,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.8,3.80%
1985-02,1985,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",65.8,34.20%
1985-02,1985,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",78.5,21.50%
1985-02,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",76,24.00%
1985-02,1985,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",78.6,21.40%
1985-02,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",76.1,23.90%
1985-02,1985,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",94.6,5.40%
1985-02,1985,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",95.8,4.20%
1985-02,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",94.6,5.40%
1985-02,1985,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",95.8,4.20%
1985-02,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",94.7,5.30%
1985-02,1985,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.2,0.20%
1985-02,1985,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.3,0.30%
1985-02,1985,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1985-02,1985,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1985-03,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",64.6,35.40%
1985-03,1985,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.6,3.60%
1985-03,1985,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",65.9,34.10%
1985-03,1985,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",78.7,21.30%
1985-03,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",76.3,23.70%
1985-03,1985,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",78.7,21.30%
1985-03,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",76.4,23.60%
1985-03,1985,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",94.8,5.20%
1985-03,1985,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",96,4.00%
1985-03,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",94.9,5.10%
1985-03,1985,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",96,4.00%
1985-03,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",95,5.00%
1985-03,1985,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.2,0.20%
1985-03,1985,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.3,0.30%
1985-03,1985,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1985-03,1985,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1985-04,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",64.8,35.20%
1985-04,1985,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.7,3.70%
1985-04,1985,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",66.2,33.80%
1985-04,1985,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",79,21.00%
1985-04,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",76.5,23.50%
1985-04,1985,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",79,21.00%
1985-04,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",76.5,23.50%
1985-04,1985,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",95,5.00%
1985-04,1985,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",96.4,3.60%
1985-04,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",95.2,4.80%
1985-04,1985,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",96.4,3.60%
1985-04,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",95.2,4.80%
1985-04,1985,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.3,0.30%
1985-04,1985,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.3,0.30%
1985-04,1985,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1985-04,1985,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1985-05,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",65,35.00%
1985-05,1985,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.8,3.80%
1985-05,1985,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",66.4,33.60%
1985-05,1985,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",79.2,20.80%
1985-05,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",76.8,23.20%
1985-05,1985,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",79.1,20.90%
1985-05,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",76.7,23.30%
1985-05,1985,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",95.2,4.80%
1985-05,1985,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",96.5,3.50%
1985-05,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",95.6,4.40%
1985-05,1985,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",96.4,3.60%
1985-05,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",95.5,4.50%
1985-05,1985,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.4,0.40%
1985-05,1985,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.4,0.40%
1985-05,1985,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.1,0.10%
1985-05,1985,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,0.10%
1985-06,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",65.1,34.90%
1985-06,1985,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.9,3.90%
